Nom	Latitud	Longitud	Telèfon 1	Telèfon 2	Adreça	Barri	Districte	Codi Postal	Ciutat	Regio	Pais	Web	Propietari	Correu electrònic
Bar Meson Jesus	41.398693147222225	2.175392138888889	+34 932452089		C Nàpols 182*184	el Fort Pienc	Eixample	08013	BARCELONA	BARCELONA	ESPANYA		ABELLO FERNANDEZ JESUS	
Cafeteria Restaurant Tossa	41.40330325	2.1686674444444445	+34 934576510		C Nàpols 291	el Camp d'en Grassot i Gràcia Nova	Gràcia	08025	BARCELONA	BARCELONA	ESPANYA		GARCIA JARQUE ROBERTO	
Bar Restaurant El racó d'en Shahban	41.404107325	2.1676916666666664	+34 934571232		C Nàpols 311	el Camp d'en Grassot i Gràcia Nova	Gràcia	08025	BARCELONA	BARCELONA	ESPANYA		LEON FERNANDEZ SERGIO	
Restaurant La Ferreria	41.397272308333335	2.1551960277777775	+34 932372495	+34 932370171	C Neptú 4	la Vila de Gràcia	Gràcia	08006	BARCELONA	BARCELONA	ESPANYA		ANTONIO MAS FORTUNY SA	
Restaurant Xinès Primero	41.385170788888885	2.138762861111111	+34 934191850		C Nicaragua 97	les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA		HSIAO MU LIANG	
Bar Restaurant Rincón del Cazador	41.417191538888886	2.147493638888889	+34 932133860		Pg Mare de Déu del Coll 68	el Coll	Gràcia	08023	BARCELONA	BARCELONA	ESPANYA		MUÑIO ALVAREZ EDUARDO	
Restaurant La Rosa	41.36481233888889	2.139408138888889	+34 933321014		Mare de Déu de Port 336	la Marina de Port	Sants-Montjuïc	08038	BARCELONA	BARCELONA	ESPANYA		MARCO GREGORIO MARINO	
Restaurant La Lloca	41.38280423333333	2.139743833333333	+34 934193877	+34 934193877	C Numància 38	Sants	Sants-Montjuïc	08029	BARCELONA	BARCELONA	ESPANYA	http://www.lalloca.com	MOURIN OJEA JOSE MANUEL	info@lalloca.com
 Company *Pl Urquinaona	41.38854242777778	2.1724777499999997	+34 933188273	+34 933188273	Pl Urquinaona 12*13	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA	http://www.pansandcompany.com	PANSFOOD SA	
La Ruana	41.373963036111114	2.166217361111111			Salvà 22	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA		GARCIA ACEDO FERNANDA	
Restaurant El Pa Nostre	41.37394290833333	2.1362515277777776	+34 933328083	+34 933328083	C Olzinelles 14	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA		PASTOR GUTIERREZ MIGUEL	
Bar Restaurant El Gancho	41.370402927777775	2.1375457222222223	+34 934319069		C Olzinelles 114	la Bordeta	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA		IBAÑEZ IBAÑEZ FRANCISCO	
Bar Restaurant Cafè Ribera	41.38383388888889	2.1831680833333333			Pl Olles 6	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		MEIS FERNANDEZ FRANCISCO	
Bar Restaurant Cal Pep	41.38394300277778	2.1833376388888888	+34 933107961	+34 933196281	Pl Olles 8	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.calpep.com	MANUBENS FIGUERES JOSE	calpep@calpep.com
Restaurant Xinès Dragon Oriente	41.41245729166666	2.168697472222222	+34 934550259		C Padilla 386	el Baix Guinardó	Horta-Guinardó	08025	BARCELONA	BARCELONA	ESPANYA		PON WU WEI-CHANG	
Bar Restaurant Hermanos Tomás	41.45375731666667	2.1897895555555555	+34 933457148	+34 932743147	C Pare Pérez del Pulgar 1	la Trinitat Vella	Sant Andreu	08033	BARCELONA	BARCELONA	ESPANYA	http://www.htomas.com	TOMAS GONZALEZ JULIAN	
Restaurant Pizzeria l'Espurna	41.43327615	2.1865048333333332	+34 933116407		C Pare Secchi 21	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	http://www.sant-andreu.com/com.1/espurna/default.htm	PACHECO ARANA IGNACIO	
Restaurant Degustació Pàdua	41.40455078888889	2.144445638888889	+34 934187070		C Pàdua 91	el Putxet i el Farró	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		COLOM MIRALLES JOSEP	
Bodega Pàdua	41.40435896388889	2.1439910555555555	+34 932123056		Pàdua 0092	el Putxet i el Farró	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		RATON GIL VICENTE	
Restaurant Esthvan	41.418665688888886	2.1908617777777777	+34 933514701		C Palència 45	la Sagrera	Sant Andreu	08027	BARCELONA	BARCELONA	ESPANYA		PEÑARANDA DUZMAN FRANCISCO	
Bar Restaurant Fantotxe	41.38784623888889	2.1453717777777777	+34 934394254		C París 69	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA		GONZALEZ GONZALEZ BENITO	
Cafeteria Snack Bar Ya-Ya	41.390852875	2.149732888888889	+34 934307613		C París 132	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA		VENDRELL ROS SALVADOR	
Restaurant Solera Gallega	41.392968975	2.152546222222222	+34 933229140	+34 934399087	C París 176	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.gulliver.es/solera.htm	FERNANDEZ PEREZ MANUEL	
Restaurant El Yate	41.393586191666664	2.1533635277777776	+34 934150928	+34 932376104	C París 186	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA			
Bar París	41.39353677222222	2.152797138888889	+34 932098530		C París 187 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA		BERNAL CARDOS JOSEFA	
Restaurant O'Retiro do Marineiro	41.39430766388889	2.154315638888889	+34 932377843	+34 934150305	C París 200	l'Antiga Esquerra de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		RODRIGUEZ RODRIGUEZ HIGINIO	
Restaurant Pa i Trago	41.377199016666665	2.1633687777777775	+34 934411037	+34 934411320	C Parlament 41	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantpaitrago.es	BOLET SL	paitrago@infonegocio.com
Restaurant Mesón Morriña - Marisqueria Gallega	41.37716161111111	2.163694	+34 934419336	+34 934427621	C Parlament 46	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://marisqueriagallega.com	MEIRE VILLAMOR LUIS J	info@marisqueriagallega.com
Restaurant Druida	41.37731559722222	2.163900527777778	+34 934411045		C Parlament 54	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantedruida.com	INFANTE CUENCA ANTONIO	druida@restaurantedruida.com
Restaurant El Paraguayo	41.37744586666667	2.1783897777777774	+34 933021441	+34 934126769	C Parc 1	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		PETRONI GARCIA LILIAN C	e-paraguayo@e-paraguayo.com
Bar El Paraigua	41.38189104166667	2.1767387777777776	+34 933021131	+34 933171479	Pas de l'Ensenyança 2	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		FESVI SL	
Restaurant Mi Burrito y Yo	41.38189104166667	2.1767387777777776	+34 933021000	+34 933182742	C Pas de l'Ensenyança 2	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		EL BURRITO SA	
Hotel AC Diplomàtic	41.39275845833333	2.167258361111111	+34 932723810	+34 932723811	C Pau Claris 122	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA		RESTAURANTE LA SALSA SL	
Bar Restaurant Orange Claris Café	41.39378559722222	2.1655315555555554	+34 934875991		C Pau Claris 143	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.orangeclariscafe.com		
Restaurant Bilbao	41.39974830277778	2.1618736666666667	+34 934589624		C Perill 33	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		VALLS ISART PERE	
Bar Grelan	41.37595809444444	2.174141472222222	+34 933025470		Peracamps 7	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		CHOCLAN MARTINEZ RAFAEL	
Virreina Bar	41.404937591666666	2.1575781666666667	+34 932379880	+34 934153209	Pl Virreina 1	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	http://www.virreinabar.com	ANGOSTO GIBERT CARLES	virreinabar@arrakis.es
Bar Restaurant Welcome	41.40652329444444	2.1509564444444442	+34 932182109		C Pérez Galdós 45	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		BAO WEIGUO	
Restaurant Cibeiro	41.429929975	2.1660400833333333	+34 934292803		Petrarca 14	Vilapicina i la Torre Llobeta	Nou Barris	08031	BARCELONA	BARCELONA	ESPANYA		REYERO MORENO JOSE LUIS	
Bar Restaurant Bello	41.422558430555554	2.179832611111111	+34 933521355		C Pinar del Río 57 bxs	el Congrés i els Indians	Sant Andreu	08027	BARCELONA	BARCELONA	ESPANYA		VICENTE BARRADO M CARMEN	
Restaurant l'Hortet	41.38233433333333	2.168636	+34 933176189		C Pintor Fortuny 32	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		CAPO PERERA ODINA	
Restaurant La Llesca	41.377383647222224	2.1218840555555554	+34 933346794		Rier Blanca 5	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		MARTINEZ LANDETA ANUNCIACIO	
Bar Restaurant Les Corts	41.37803369444445	2.1182356111111114	+34 933342244		Pintor Tapiró 45	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		HERAS DE LAS SANCHEZ CIPRIANO	
Bar Restaurant Andres y Juan	41.428278352777774	2.1656289444444443	+34 933586350		C Pitàgores 10	Vilapicina i la Torre Llobeta	Nou Barris	08031	BARCELONA	BARCELONA	ESPANYA		GARCIA ATIENZA M CARMEN	
Restaurant Pep	41.396115025	2.1688655277777777	+34 934572733		Ptge Pla 11 bxs	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA		VILA BUSQUETS MARIA MERC	
Granja Xador	41.38359031388889	2.181111694444444	+34 933193648		C Argenteria 61	Parc	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		ARACIL MARTINEZ FRANCISCO	
Bar Restaurant Rodrigo	41.383586125	2.181388944444444	+34 933107814		C Argenteria 67	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		MONZON ALBERT RODRIGO	
Chez Beatriz	41.38031765277778	2.1293129166666667	+34 933300306		Pobla de Lillet 7	les Corts	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		SANCHEZ DOMINGUEZ BEATRIZ	
Bar Bodega Quimet i Quimet	41.37397256944445	2.1655674166666667	+34 934423142		C Poeta Cabanyes 25	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA		PEREZ PASCUAL JOAQUIN	
Bar Restaurant Belfort	41.394408	2.144318722222222	+34 932018859		C Avenir 72	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA		FERRER STRENS JUAN FELIP	
Restaurant Els Pescadors	41.399522697222224	2.2069009444444445	+34 932252018	+34 932240004	Pl Prim 1	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.elspescadors.com	ELS PESCADORS CAFE BAR SA	contacte@elspescadors.com
Bar Restaurant Nou Celler	41.38507008055556	2.180208027777778	+34 933104773		C Princesa 16	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		MARLES IBAÑEZ M ISABEL	
Bar Albareda	41.38655201388889	2.181884277777778	+34 933002008		Princesa 0049	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		VIDAL FITE MONTSERRAT	
Restaurant Los Asadores	41.401702288888885	2.151154583333333	+34 932378907	+34 932803658	Av Príncep d'Astúries 4	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		ROMANO IRIZAR ARNALD O	
Restaurant El Suquet de Sant Gervasi	41.40193109444444	2.143007861111111	+34 932016370		C Copèrnic 75	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant L'Estoret	41.38127975555555	2.1434569722222223	+34 933220918		C Provença 9	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA		RUEDA GARCIA AMADO	
Restaurant Can Buj	41.38523806111111	2.1486981666666667	+34 934101314		C Provença 73	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA		RESTAURANTE CAN BUJ	
Cafeteria Restaurant Nou Snop	41.39333865	2.1594589166666665	+34 932151725		C Provença 233	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		SANMARTI VERDAGUER JOAN	
Restaurant Salta	41.39390855277778	2.1605860833333335	+34 932150022		C Provença 280	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.saltarestaurant.com/provenca	PASTAFIORE SA	
Restaurant Braseria Cafeteria La Cabaña-Maseda	41.39937306388889	2.1678236666666666	+34 934592947		C Provença 354	la Dreta de l'Eixample	Eixample	08037	BARCELONA	BARCELONA	ESPANYA		MASEDA DIAZ GONZALO	
Bar Restaurant Ca l'Abuelo	41.406533958333334	2.1568845	+34 932844494		C Providència 44	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA		VILASECA BENTANACHS JOSE	
 Company *Av Portal de l'Àngel	41.38481141388889	2.174278861111111	+34 933189432		Av Portal de l'Àngel 2 bxs	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		PANSFOOD SA	
Bar Restaurant La Cerdanya	41.40179135277778	2.15967825	+34 932131047		C Puigmartí 28	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		GINER PALLARES MIGUEL	
Restaurant Can Culleretes	41.38121055	2.174411222222222	+34 933173022	+34 933176485	C Quintana 5	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		AGUT BUSQUETS FRANCISCO	
Restaurant Casa Loli	41.37233839444445	2.160387	+34 934413990		C Radas 38	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA		FUNES BENAVIDES ROSA E	
Restaurant Tastavins	41.40212202777778	2.1579421666666665	+34 932136031		C Ramón y Cajal 12	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		GONZALEZ CANALES FRANCISCO	
Restaurant La Llar de Foc	41.40217208888889	2.1578641944444445	+34 932841025		C Ramón y Cajal 13	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		GARCIA GABALDON SCP	
Bar Restaurant Tobogán	41.38021586944444	2.1755948888888885	+34 933021153	+34 933174530	Pl Reial 10	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		GARCIA MAZAS JOSE	
Bar Colón	41.37979081666667	2.1751628333333333	+34 933023175		Pl Reial 0018	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		SOLSONA SOLSONA BENJAMIN	
Restaurant Casa Castro	41.43947919444444	2.1702174444444444	+34 933541904	+34 933542050	Isard 5	la Guineueta	Nou Barris	08042	BARCELONA	BARCELONA	ESPANYA		DOCANDO GONZALEZ M MANUELA	
Bar Restaurant La Marquesa	41.37687745277778	2.122294	+34 934409009		Regent Mendieta 7	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		OLVEIRA GONZALEZ SALESA	
Restaurant La Riera	41.37705325555556	2.12262325	+34 629574268	+34 650429440	C Regent Mendieta 15	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA	http://www.vegetarialariera.com	NIEVES ALVAREZ GREGORIO	lariera.regentemendieta15@gmail.com
Bar Can Paixano	41.38176051388889	2.1834139166666664	+34 933100839		Reina Cristina 0007	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		TORRAS RAFI ANTONIO MARIA	
Bar Restaurant Balon de Oro	41.3993581	2.1197855277777777	+34 932031074		Pg Reina Elisenda Montcada 16*LB	Sarrià	Sarrià-Sant Gervasi	08034	BARCELONA	BARCELONA	ESPANYA		VENDRELL VILAPRIÑO MANUEL	
Bar Rico Hermanos MonteroC.B.	41.37337446388889	2.1579498055555555	+34 934232773		Ricart 23	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA		BAR RICO HNOS MONTERO CB	
Restaurant La Troballa	41.39855946944444	2.1545722222222223	+34 932173452		C Riera de Sant Miquel 69	la Vila de Gràcia	Gràcia	08006	BARCELONA	BARCELONA	ESPANYA		MORENO SANSANO ADOLFO	
Restaurant Guixot	41.37855717222222	2.1676921666666664	+34 933299553		C Riereta 8	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		GUTIERREZ MURILLO JOSE	
Restaurant Nostromo	41.38533953333333	2.1754049166666665	+34 934122455		C Ripoll 16	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		NAUXER SA	
Cocteleria Scotch Corner	41.38557276666667	2.126244972222222	+34 933393009		C Sabino Arana 6	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		CASTRO PINO DEL JAIME	
Restaurant Rick's Cafè American	41.385564775	2.1252791111111113	+34 933305488		Sabino Arana 22*24	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		MUÑOZ CASTILLO DOLORES	xaviheral@wanadoo.es
Restaurant La Farola	41.38582006944444	2.1254278055555558			Sabino Arana 30	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		ORTUÑO Y ORTEGA SA	
Restaurant La Grangeta *Sabino de Arana	41.38610478333333	2.124758388888889	+34 933304732		Sabino Arana 36	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA		PONT PORTA ROSALIA	
Bar el Torico-la Casa del Jamón	41.37636719722222	2.15698425	+34 933252543		Rocafort 29	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA		SANZ SANZ ERNESTO	
Restaurant El Rebost Ibèric *Rocafort	41.38003601944445	2.152131444444444	+34 934253167		C Rocafort 113	la Nova Esquerra de l'Eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.rebostiberic.es	BRANCO DIONISIO ANTONIO	
Restaurant Asador El Yantar de la Ribera	41.395254305555554	2.1775030555555555	+34 932656309	+34 932654226	C Roger de Flor 114	el Fort Pienc	Eixample	08013	BARCELONA	BARCELONA	ESPANYA	http://www.yantardelaribera.com	ASARANDA SA	
Restaurant Barnils	41.39911987777778	2.172391472222222	+34 932077757	+34 932076797	C Roger de Flor 204	la Dreta de l'Eixample	Eixample	08013	BARCELONA	BARCELONA	ESPANYA		BARNILS RIFA JUAN	
Bar Restaurant Ribeiro	41.4005158	2.170560083333333			C Roger de Flor 222*LB	la Dreta de l'Eixample	Eixample	08013	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Dida	41.401360877777776	2.1694509444444443	+34 932072391	+34 934594024	C Roger de Flor 230 bxs	la Dreta de l'Eixample	Eixample	08025	BARCELONA	BARCELONA	ESPANYA	http://www.ladidarestaurant.com	MAGRANE GARCIA ANTONIO Y FCA C B	
Bar Via Roma	41.38101473888889	2.143594388888889	+34 934050361		Av Roma 1	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA		RUEDA GARCIA AMADO	
Bar Paris	41.38101473888889	2.143594388888889	+34 934105436		Av Roma 1*3	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA		PICO VAZQUEZ MARIO	
Restaurant Pizzeria La Gavina	41.401435263888885	2.1553574444444443	+34 934157450		C Ros de Olano 17	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		IACOBONE PIETRO	
Restaurant Rosal 34	41.373134130555556	2.166439611111111	+34 933249046	+34 933249047	Roser 0034	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA		NICOLAU RIU JOSE	
Restaurant Bar Morryssom	41.399513694444444	2.1650964999999998	+34 934584017		C Girona 162	la Dreta de l'Eixample	Eixample	08037	BARCELONA	BARCELONA	ESPANYA		SAUSOR MARTINEZ PEDRO J	
Bar Restaurant Els Galls	41.38868923333333	2.15137875	+34 933234478		C Rosselló 118	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA		MARTINEZ GARCIA ANGEL	
Restaurant Japonès Taki	41.39112592222222	2.1546319166666668	+34 934549631		C Rosselló 152	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA		SANCHEZ SANCHEZ FRANCISCO	
Restaurant Xinès Pekín *Rosselló	41.39343692222222	2.157712138888889	+34 932150177		C Rosselló 202	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		KAO JANG CHEN MIN	
Restaurant El Centollo	41.39348567222222	2.1577761944444442	+34 932158367	+34 934872936	C Rosselló 204	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		ORGE AMOEDO VALENTIN	
Restaurant X - Japan	41.394289925	2.1584648611111112	+34 932186684		C Rosselló 239	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		CATERITAL SA	
Restaurant Vall	41.40740393055555	2.15852875	+34 932133424		Pl Rovira i Trias 2	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA		VALL COTS CATALINA	bvc33@hotmail.com
Bar restaurant Mundial *Pl Sant Agustí Vell	41.38761132222222	2.1804562499999998	+34 933199056		Pl Sant Agustí Vell 1	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		TORT BURGOS MIGUEL	mundial_bar@wanadoo.es
Restaurant Econòmic	41.38803705555556	2.1806565	+34 933196494		Pl Sant Agustí Vell 13	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		BORRAS DOMINGUEZ J IGNACIO	
Bar Restaurant Taverna Can Roca	41.43373803055555	2.189308972222222	+34 933465701		C Gran de Sant Andreu 209	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA		ROCA VALLS MERCEDES	
Bar Versalles	41.435263336111106	2.1896096666666667	+34 690900056		Gran de Sant Andreu 255	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	http://www.versalles.cat	HEREDERO MAYOL PEDRO	info@versalles.cat
Restaurant Xinès Hoja Verde	41.377166744444445	2.1370092777777776	+34 934913597		Pg Sant Antoni 19	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA		CHIOU YANG TING FANG	
Bar Bocatta *Rda Sant Antoni	41.38431078055555	2.1640476666666664	+34 933187804	+34 933187804	Rda Sant Antoni 90	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.bocatta.es	BOQUERIA RESTAURANTES SA	
Bar Restaurant Alaska	41.403685688888885	2.164566333333333	+34 932072545		C Sant Antoni Maria Claret 20	el Camp d'en Grassot i Gràcia Nova	Gràcia	08037	BARCELONA	BARCELONA	ESPANYA		GIMENEZ BLASCO ERNESTO	
Restaurant  Can Amigó	41.410843505555555	2.1736860555555553	+34 933472316		C Sant Antoni Maria Claret 149*151	el Baix Guinardó	Horta-Guinardó	08025	BARCELONA	BARCELONA	ESPANYA		AMIGO LLOBELL PEDRO	
Restaurant Lee	41.39866043611111	2.154550611111111	+34 932375324	+34 934151716	C Sant Gabriel 2	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		RHEE JUN SOHK K	
Bar del Pi	41.382503983333336	2.173968472222222	+34 933022123	+34 933013925	Pl Sant Josep Oriol 1	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		MARTI PALAU TOMAS	
Bar Restaurant La Fusta	41.409143377777774	2.1921420277777774	+34 933086146		C Sant Joan de Malta 37	el Clot	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA		BORQUE PEREZ JOSE	
Bodega Ca La Paqui	41.408658458333335	2.192762305555555			C Sant Joan de Malta 53	el Clot	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA		MOLINA ARIAS FRANCISCA	
Restaurant Il Giardinetto di Gracia	41.405261277777775	2.1599012777777777	+34 932102953	+34 932107491	C Sant Lluís 37	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		HOSTECO S COOPERATIVA LIMITA	
Restaurant Els Ocellets	41.37742373333333	2.1645197222222223	+34 934411046	+34 934420454	Rda Sant Pau 55 bxs	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA		RODRIGUEZ ABELLA JAVIER	xaviamics@elsocellets.com
